cluster,representative,cluster_size,dist_to_centroid,cluster_mean_IR,cluster_mean_CV,cluster_mean_nr_class,cluster_mean_nr_attr,cluster_mean_nr_inst
21,openml_4538_GesturePhaseSegmentationP,9,0.5164604586962763,4.731810978733386,0.35051217949221053,4.444444444444445,36.22222222222222,1777.3333333333333
22,openml_44604_cnae-9_seed_1_nrows_2000_,5,0.3384347772439747,1.0,0.0,9.0,100.0,864.0
23,openml_46561_EDA-Home-Mortgage-NY-Samp,1,0.0,16.088183421516757,0.9961157674078126,6.0,100.0,1997.0
24,openml_694_diggle_table_a2,1,0.0,2.2,0.2389601998391782,9.0,8.0,248.0
25,openml_42530_Midwest_Survey,2,0.5366274347907525,8.08,0.6509455674548038,10.0,26.5,2222.0
26,openml_42585_penguins,2,1.6262405709621075,2.212962962962963,0.30125973689142127,3.0,6.5,270.5
27,openml_46519_Credit_Risk_Modeling,3,1.0220312874095505,93.14385561778926,1.0034496873541021,4.666666666666667,45.0,1908.3333333333333
28,openml_40474_thyroid-allbp,7,0.4541943854964818,40.34258025439129,0.9702144655343401,4.571428571428571,26.714285714285715,2082.8571428571427
29,openml_44745_shuttle_seed_2_nrows_2000,1,0.0,629.0,1.4913277955399342,5.0,9.0,1600.0
30,openml_46537_dataset_credit_score,4,0.8060836366769589,2.690591407910841,0.3819336179386385,4.25,26.25,1698.5
31,openml_44690_wine-quality-white_seed_2,10,0.47630804541829774,306.525,1.1877578998868685,6.8,10.7,1488.3
32,openml_44722_jungle_chess_2pcs_raw_end,6,0.6507477157298802,5.311361325048678,0.5247329047454716,3.0,6.0,1666.5
33,openml_40668_connect-4,2,0.0,6.896297732118628,0.7136716776031751,3.0,42.0,1998.0
34,openml_2_anneal,3,0.45090851283516786,91.16666666666669,1.4145961946209862,5.0,38.0,718.0
35,openml_41003_jungle_chess_2pcs_endgame,1,0.0,3.775080906148868,0.4542485051283674,3.0,46.0,1998.0
36,openml_1476_gas-drift,2,0.15678419298603533,1.8332063975628328,0.2327891757888816,6.0,128.5,1996.0
37,openml_40708_allrep,2,0.0,108.07407407407408,1.6562867120242533,4.0,29.0,1997.0
38,openml_46528_EDA-Home-Mortgage-NY-Samp,1,0.0,16.088183421516757,0.9961157674078126,6.0,28.0,1997.0
39,openml_46556_Loan_Status,1,0.0,16344.0,0.98182269180712,3.0,8.0,2000.0
40,pmlb_pendigits,2,6.938893903907228e-17,1.0841232227488151,0.0399213566328149,10.0,16.0,1993.0
41,openml_40982_steel-plates-fault,6,5.23691153334427e-16,12.227272727272728,0.7443151048377402,7.0,27.0,1552.0
42,openml_46475_EDA-Home-Mortgage-NY,1,0.0,15.98159509202454,0.9951453207236468,6.0,28.0,1996.0
43,pmlb_dermatology,2,0.04805033650014532,5.5625,0.4518471918485108,6.0,34.0,292.0
44,openml_455_cars,3,0.3440794850251196,3.5864197530864197,0.6222645734265437,3.0,7.333333333333333,316.6666666666667
45,openml_46435_Apple_Stock_Price_Trends_,3,0.23506693326174133,1.2199036918138042,0.0942579724542827,3.0,20.666666666666668,2012.0
46,openml_44153_vehicle_reproduced,8,0.03986383549792058,1.0943396226415094,0.0352555481887958,4.0,18.0,676.0
47,openml_46936_internet_firewall,1,0.0,700.2790697674419,0.8262517356318277,4.0,11.0,1999.0
48,openml_40966_MiceProtein,2,0.05598514781325282,1.4285714285714286,0.0989084024810692,8.0,77.0,870.0
49,openml_23_cmc,11,0.6687924610373145,1.9293267327806676,0.21795099370711582,3.6363636363636362,7.7272727272727275,1065.4545454545455
50,kaggle_uciml_iris,1,0.0,1.0,0.0,3.0,5.0,120.0
51,kaggle_uciml_glass,7,0.7268343706752691,6.928025755756848,0.5973846926415057,6.142857142857143,9.857142857142858,285.7142857142857
52,pmlb_mnist,1,0.0,1.247920792079208,0.0541441999456553,10.0,784.0,1996.0
53,openml_46764_football-player-position,6,1.280227712328793,32.56886395089777,0.6471706544487458,6.333333333333333,9.166666666666666,1943.3333333333333
54,openml_45927_Products,1,0.0,1.3007301902100423,0.1134570300507846,5.0,3.0,1998.0
55,openml_44770_okcupid-stem_seed_2_nrows,5,0.7198122068385024,7.315378990377916,0.8199722364134245,3.0,17.8,1759.4
56,openml_40678_led7,2,0.0,1.2638888888888888,0.0628408673505944,10.0,7.0,2560.0
57,openml_40496_LED-display-domain-7digit,1,0.0,1.5862068965517242,0.1204159457879229,10.0,7.0,400.0
58,openml_1542_volcanoes-e1,5,0.337157120486717,126.91904761904762,1.7834825960809717,5.0,3.0,944.2
59,openml_458_analcatdata_authorship,2,0.0,5.75,0.5003364797518981,4.0,70.0,672.0
60,openml_40682_thyroid-new,2,0.0,5.0,0.7734087975960878,3.0,5.0,172.0
61,openml_46597_Estimation_of_Obesity_Lev,2,1.6585434469426672,3.3550217286335107,0.3277553844085983,6.0,6.5,1005.0
62,openml_44780_KDDCup99_seed_2_nrows_200,2,1.2324248488652036,915.5,1.3740793831600202,7.0,41.0,1600.0
63,openml_45714_PriceRunner,1,0.0,2.486440677966102,0.259887562135266,10.0,4.0,1994.0
64,openml_44746_shuttle_seed_3_nrows_2000,2,0.7250239479825283,629.0,1.4913277955399342,5.0,9.0,1600.0
65,pmlb_analcatdata_germangss,3,1.092044442941421,2.5098039215686274,0.26010247025153316,5.0,5.666666666666667,289.3333333333333
66,pmlb_allhypo,3,0.8626806483693484,558.1908158951595,1.5424938841369995,4.0,23.333333333333332,1998.3333333333333
67,openml_46525_Corporate_Credit_Rating_C,4,0.4980221676495473,268.0,1.044534034592164,9.0,39.0,1623.0
68,openml_14_mfeat-fourier,2,0.27749247029072105,1.0,0.0,10.0,76.0,1600.0
69,"openml_133_BNG(glass,nominal,137781)",1,0.0,156.9959349593496,0.9039245074577016,7.0,9.0,1996.0
70,openml_44516_dilbert_seed_3_nrows_2000,7,0.6848550433399043,1.0645963155164486,0.02314843072879766,4.428571428571429,77.42857142857143,1519.857142857143
71,openml_44664_first-order-theorem-provi,8,0.6540922325561597,6.254165625520752,0.652425263798657,5.125,38.875,1577.375
72,openml_46506_Credit_Score,1,0.0,2.962416481069042,0.4420828598803622,3.0,21.0,1999.0
73,openml_30_page-blocks,2,1.2092005680526244e-15,170.8695652173913,1.7466329791725113,5.0,10.0,1998.0
74,openml_46745_Advanced_IoT_Dataset,1,0.0,1.0,0.0,6.0,12.0,1998.0
75,openml_44736_volkert_seed_3_nrows_2000,6,0.25140072847726147,9.265320670823064,0.6966028250462646,10.0,113.33333333333333,1666.0
76,openml_18_mfeat-morphological,2,1.3348477765705922,1.0,0.0,10.0,6.0,1600.0
77,openml_46600_maternal_health_risk,2,1.5954243625842561,4.11526014000774,0.37755550939393834,3.5,15.0,1404.5
78,openml_1466_cardiotocography,1,0.0,11.023809523809524,0.7781221295162518,10.0,35.0,1700.0
79,openml_44705_connect-4_seed_2_nrows_20,2,0.28614298088360873,6.882352941176471,0.7132567253450891,3.0,42.0,1600.0
80,openml_46701_social_bias_frames,1,0.0,29.80371485943775,0.8168526421937645,4.0,4.0,1998.0
81,openml_1554_autoUniv-au7-500,3,0.990567217973661,3.0524395804833557,0.38542919873642495,4.666666666666667,10.333333333333334,527.6666666666666
82,openml_39_ecoli,2,0.0,57.0,1.0806217528297286,8.0,7.0,268.0
83,openml_1500_seismic-bumps,2,2.4375969856445713e-15,1.0,0.0,3.0,7.0,168.0
84,openml_44740_robert_seed_2_nrows_2000_,5,0.08609688618866955,1.0888888888888888,0.02668748170878262,10.0,100.0,1600.0
85,openml_46806_product_sentiment_machine,1,0.0,30.935897435897434,0.9186280498173188,4.0,3.0,1999.0
86,openml_46863_Fetal_cardiotocography_da,1,0.0,11.023809523809524,0.7781221295162518,10.0,36.0,1700.0
87,openml_42167_stress,1,0.0,63.5,0.9928178486425951,3.0,12.0,161.0
88,openml_46531_dataset_china,1,0.0,245.9277108433735,1.819979242261645,5.0,27.0,1998.0
89,openml_1532_volcanoes-b2,3,0.44820603665110237,377.0,1.9063382624216711,5.0,3.0,1997.6666666666667
90,openml_40677_led24,2,0.0,1.139240506329114,0.0418534226124339,10.0,24.0,2560.0
91,openml_42768_Midwest_survey,2,1.3290291548058584,5.956068866571019,0.4902418491528109,10.0,36.5,2109.0
92,openml_1557_abalone,1,0.0,1.0935727788279772,0.0371267033902081,3.0,8.0,1999.0
93,openml_42345_Traffic_violations,1,0.0,9.806060606060608,0.6023043760031939,3.0,20.0,1998.0
94,openml_46760_Indicators_of_Anxiety_or_,1,0.0,1.0,0.0,3.0,5.0,1998.0
95,openml_41703_MIP-2016-classification,2,0.040373796848751836,63.0,0.750302708982418,5.0,144.5,174.0
96,openml_46505_total_score,5,0.906841356589554,97.95285714285714,0.8443537352355719,4.8,15.4,480.0
97,openml_26_nursery,2,0.0,1728.0,0.7663817354250111,5.0,8.0,2000.0
98,openml_28_optdigits,2,0.0,1.0338600451467268,0.0118196888394897,10.0,64.0,1996.0
99,openml_43028_dgf_96f4164d-956d-4c1c-b1,1,0.0,39.75,1.2595667521361804,6.0,53.0,567.0
100,openml_46761_mental_health_detection,1,0.0,128.0,1.073724799532131,10.0,15.0,432.0
101,openml_41006_jungle_chess_2pcs_endgame,1,0.0,8.098684210526315,0.5861141720205569,3.0,46.0,1998.0
102,openml_1222_letter-challenge-unlabele,1,0.0,3.6231884057971016,0.4475086591340999,3.0,16.0,2000.0
103,openml_40997_jungle_chess_2pcs_endgame,2,1.6890743366814693,15.095711759504864,0.6429007735459557,3.0,46.0,1998.0
104,openml_46850_hepatitis_c_virus_hcv_for,2,1.5266001137518668,4.264702278853222,0.4279941225225351,3.5,23.5,1354.0
105,openml_46331_autos_clean,2,0.0,27.0,0.61931531344364,6.0,25.0,164.0
106,pmlb_mfeat_factors,2,0.047727667857478416,1.0,0.0,10.0,216.0,1600.0
107,openml_41701_CPMP-2015-classification,2,1.216121880358778,3.309523074548541,0.4257359748329533,5.0,20.5,1209.0
108,openml_46479_EDA-Home-Mortgage-NY-2,1,0.0,16.08153371529308,0.9961397303186916,6.0,28.0,1997.0
109,openml_41972_Indian_pines,1,0.0,202.5,1.1757799862508114,8.0,220.0,1995.0
110,openml_20_mfeat-pixel,2,0.5727268509787002,1.0,0.0,10.0,240.0,1600.0
111,openml_378_ipums_la_99-small,2,0.4829348482558891,48.38285587386187,1.4610600449216895,7.0,60.0,1997.0
112,openml_44704_connect-4_seed_1_nrows_20,3,0.7010468444110134,7.066590272472626,0.748415265942706,3.0,34.333333333333336,1600.0
113,openml_182_satimage,2,0.5058903803356884,2.4485528942115766,0.3714469803630447,6.0,36.0,1996.5
114,openml_44743_shuttle_seed_0_nrows_2000,2,0.5892423836419601,629.0,1.4913277955399342,5.0,9.0,1600.0
115,openml_46_splice,3,0.9806404628949217,3.7256499238838328,0.45061878330430455,3.0,43.0,2061.3333333333335
116,openml_41004_jungle_chess_2pcs_endgame,2,0.7408238842710217,1.832143577527831,0.25105808122089623,3.0,46.0,1998.0
117,openml_40663_calendarDOW,4,0.9848002262883867,3.1756048387096776,0.32238602985713,4.75,24.75,304.75
118,openml_46762_air-quality-and-pollution,1,0.0,4.0,0.4472135954999579,4.0,9.0,2000.0
119,openml_46342_odds,1,0.0,151.0,0.9763078507070974,4.0,2.0,237.0
120,openml_377_synthetic_control,1,0.0,1.0,0.0,6.0,60.0,480.0
121,kaggle_fedesoriano_stellar-classification-dataset-sd,3,0.43654521065504936,3.2241893435591678,0.5659570306075152,3.0,15.0,1998.3333333333333
122,openml_41001_jungle_chess_2pcs_endgame,1,0.0,5.319780853517877,0.5250460116302443,3.0,46.0,1999.0
123,openml_180_covertype,1,0.0,38.60504201680672,1.208583728884588,7.0,54.0,1996.0
124,openml_46372_Multiclass_Classification,1,0.0,1.0,0.0,10.0,7.0,2000.0
125,openml_473_cjs,1,0.0,2.4840182648401825,0.2971662314469159,6.0,8.0,2236.0
126,openml_45938_credit-score-classificati,2,5.369914905502497e-16,2.982681250876455,0.4425590176038672,3.0,16.0,1998.0
127,openml_40707_allbp,2,0.0,262.45454545454544,1.3235339914781814,3.0,29.0,1998.0
128,openml_46944_Mobile_Price,1,0.0,1.0,0.0,4.0,20.0,1600.0
129,openml_43044_drug-directory,2,1.522430724704851,4605.25,1.313292212201515,6.0,6.5,1999.5
130,openml_4340_Engine1,1,0.0,211.0,0.8423388832945329,3.0,5.0,306.0
131,pmlb_nursery,1,0.0,13.19083969465649,0.5199641184350487,4.0,8.0,1998.0
132,openml_46943_MIC,1,0.0,114.2,2.167391103921394,8.0,119.0,1359.0
133,openml_46828_Cervical_Cancer_Risk_Fact,2,0.8172059855912198,93.0,1.4922007034955447,4.5,17.0,760.0
134,openml_16_mfeat-karhunen,2,0.08423907100321727,1.0,0.0,10.0,64.0,1600.0
135,openml_1551_autoUniv-au6-400,2,1.2257650710481025,3.659782608695652,0.5044181312494705,8.0,40.0,460.0
136,openml_46593_HCV_data,1,0.0,71.0,1.665707140013084,5.0,11.0,492.0
137,openml_40711_cleveland-nominal,2,1.2984294972353263,8.15,0.7126510922176132,4.0,10.5,257.0
138,openml_45968_BraidFlowSessionLevel,1,0.0,2.176470588235294,0.3389868749397973,3.0,123.0,1891.0
139,openml_1501_semeion,1,0.0,1.0483870967741935,0.0136857109687305,10.0,256.0,1274.0
140,openml_40672_fars,2,0.0,4813.285714285715,1.0466506123392536,8.0,29.0,1998.0
141,openml_375_JapaneseVowels,1,0.0,2.0656,0.234170402908534,9.0,14.0,1996.0
142,openml_46515_Financial-Risk-Assessment,3,0.8878289563891206,5.991507430997877,0.5912811733516715,3.0,43.666666666666664,2000.0
143,pmlb_ecoli,1,0.0,7.125,0.6578891044254798,5.0,7.0,261.0
144,openml_44641_dna_seed_3_nrows_2000_ncl,3,0.3430130371602793,2.161458333333333,0.393331126406238,3.0,100.0,1600.0
145,"openml_119_BNG(cmc,nominal,55296)",2,1.1104761928380242,1.4857468065383856,0.14196760101045675,3.0,5.5,1998.5
146,pmlb_allhyper,1,0.0,366.875,1.6702839527207358,4.0,29.0,1998.0
147,openml_1475_first-order-theorem-provi,2,1.3714700272437301,6.369925362939782,0.6399980889267687,7.0,55.5,1995.5
148,openml_1523_vertebra-column,2,1.5118393666746255,247.75,0.5714064702868002,3.5,10.0,588.0
149,openml_45548_Otto-Group-Product-Classi,1,0.0,8.35904082955282,0.7208763179169575,9.0,93.0,1995.0
