dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda,cluster,dist_to_centroid,is_representative
pmlb_clean1,real_pmlb,real_pmlb,1.2995,2,168,96,380,0.0,0.0,,0.0,0.0,False,380,0.131578947368421,0.0,6.597798607451905,0.0,1.303030303030303,2.754239509246585,0.2495810013795165,0.0340367597004765,0.998240247826178,,0.9874750082985964,0.2588371452911912,0.2412658465638881,0.2595200929040967,0.2419024319110224,1.002638522427441,4.598372902594037,20.349122754977028,0.9792288739783944,0.0610528032171876,0.0,,0.0,,0.0,,3.693187855232081,0.2600283472944576,283.3811378214789,0.981668975069252,0.0485266623131003,0.0773049621298693,,,,,,168.0,2.0,380.0,0.0,0.9964835923800692,283.3811378214789,,,0.0035164076199306,10,0.0,True
openml_1121_badges2,real_openml,real_openml,2.5,2,10,59,235,0.0,0.0,,0.0,0.0,False,235,0.4297872340425532,0.0,0.4006031424671252,0.0,2.5074626865671643,1.4621140976643203,0.8621849164149188,0.3118332161525998,1.0,,0.8623156581075424,0.2240972415251733,0.2746108295725324,0.2250549220445116,0.2757843801262612,1.0042735042735038,1.1181081618611468,7.660036883170388,0.869504390927435,0.3120371386516505,0.0,,0.0,,0.0,,2.2118564521103483,0.968715445081292,inf,0.8166591217745587,0.1125733036615146,0.2667004741910334,0.0340425531914893,0.0632941931728123,0.1130180774131652,0.0,0.0,10.0,2.0,235.0,0.0,1.0,inf,,0.0936170212765957,0.0,11,0.0,True
openml_1022_mfeat-pixel,real_openml,real_openml,9.0,2,240,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.8,0.0,2.046570960342666,0.0,9.0,1.4950297149235174,0.3216495203753775,0.7804878048780488,0.8523733854535999,,0.4689955935892811,0.1726214137109179,0.1588069204124903,0.1727293695668974,0.1589062368104971,1.0006253908692946,3.636011444279783,12.177142789093772,0.9599979543408408,0.0413916242236681,0.0,,0.33625,,0.0,,1.9255108883641467,0.3222499829104422,2.656847142896281,0.879682421875,0.0385144201486516,0.0354760738217935,,,,,,240.0,2.0,1600.0,0.0,0.7265403882296311,2.656847142896281,,,0.273459611770369,12,0.0,True
openml_46951_Pumpkin_Seeds,real_openml,real_openml,1.0833,2,12,500,2000,0.0,0.0,,0.0,0.0,False,2000,0.04,0.0,2.222734220744888,0.0,1.0833333333333333,3.584538616787456,0.0014118600842223,0.0031948881789137,0.7651258443052831,,0.9988455359952018,0.4466032363319997,0.3400787345233375,0.4468266496568279,0.3402488589528137,1.000500250125062,1.9401111126047756,4.127990129825195,0.7698344558978177,0.213714173492518,0.0019499013080311,,0.878,,0.7345,,4.341415178879733,0.2089394744926459,1.4120654851387924,0.98906725,0.2419689739029243,0.2093740066057383,0.261,0.3583523341020987,0.1487459135210015,0.178,0.3826084089474493,12.0,2.0,2000.0,0.0,0.5854175576238723,1.4120654851387924,1.430512868057572,0.339,0.4145824423761277,13,0.0,True
pmlb_splice,real_pmlb,real_pmlb,2.1662,3,60,638,2550,0.0,0.0,,0.0,0.0,False,2550,0.3943206968894562,0.1555225160124127,1.6641019478376835,0.2588053218288733,2.1669394435351883,1.9750699914266951,0.0575431182688776,0.1242793990622507,0.6591924606509962,0.0372462020815357,1.4797149506045104,0.0250752471582627,0.0207788285519285,0.0250850844462807,0.0207869803089123,1.0003923107100785,0.2523231129205606,26.36058240995016,0.9780956565569088,0.0530443068774392,0.4166666666666667,0.1443375672974064,0.7726693168190417,0.0845839578349055,0.6669053146439466,0.1707106376070762,3.3986513207176663,0.1469530279877327,1.5546903138768058,0.9984222991157248,0.0561336213135401,0.092080031492929,,,,,,60.0,3.0,2550.0,0.3062461714994766,0.8704566799277291,0.886616958633045,1.148011167547346,,0.3177613857563788,14,0.0,True
openml_45020_default-of-credit-card-clients,real_openml,real_openml,1.0,2,20,2655,10617,0.0,0.0,,0.0,0.0,False,1999,9.418856550814732e-05,0.0,0.2766404540851346,0.0,1.0001883948756594,2.9589419002856228,0.7303323516860397,5.005002501334843e-07,0.4280665486742064,,0.99999981948264,0.2521496308226034,0.2513738512713975,0.25922804149504,0.2735367404901251,1.0020643569701295,1.6897331620599687,25.07469576442818,0.969484741027012,0.0412070029438124,0.000711559335827,,0.9869934967483742,,0.959479739869935,,3.919060884169002,0.7661753184377846,0.2243513244229467,0.9982082086566044,0.0398808355992607,0.0417744855163232,0.5297648824412207,0.4620449864376946,0.122689264508841,0.3706853426713357,0.4831091750477168,20.0,2.0,1999.0,0.0,0.1832409700938467,0.2243513244229467,1.1510701074566343,0.6818409204602301,0.8167590299061533,15,0.0,True
openml_44603_cnae-9_seed_0_nrows_2000_nclas,real_openml,real_openml,1.0,9,100,216,864,0.0,0.0,,0.0,0.0,False,864,0.0,0.6604120551676219,0.5077878997875,0.3353492504879133,1.0,0.0459482273953886,0.0752038044315088,0.0,0.5746897130305362,0.1729135730359617,3.1699250014423126,,,0.0078202939658984,0.049029899806479,0.9110544611819202,0.5739158013423487,200.58875382763247,,,,,0.8478009259259258,0.0845897757991655,0.599826388888889,0.153247440519552,3.2000701245212637,0.0553228904056361,6.257574642799797,0.9950234160665294,0.0158031043164376,0.0325588685929267,0.7743055555555556,,,0.5752314814814815,0.494594129640633,100.0,9.0,864.0,0.0,2.8514398562854004,2.7266507545084875,,0.099537037037037,0.0182904431479296,16,0.0,True
pmlb_satimage,real_pmlb,real_pmlb,2.4489,6,36,1287,5148,0.0,0.0,,0.0,0.0,False,1996,0.3714817474627648,0.7321589420000232,6.4420307600987785,4.716590425645527,2.447105788423153,3.5563086863442552,0.018120141738096,0.0324542687964178,0.6168697224056663,0.3832948093434064,2.482970475052242,0.4948235371779493,0.3232200175841258,0.496013678561576,0.3240894973347213,1.0024298407931,3.5542085264821464,2.762175329050407,0.3206605534732075,0.0676447225299978,1.7029758967350337e-06,4.703997178079623e-06,0.4312710045924451,0.24262475727778,0.0344595911215909,0.0993122769470446,5.140360671705313,0.1566504415032098,16.852537101514923,0.9729453897775512,0.8989184896911843,0.1486088693861437,0.1783567134268537,0.3758810459166383,0.1089843022301956,0.1067134268537074,0.3088259277882377,36.0,6.0,1996.0,0.3151060500713779,2.490300915582612,7.729218786994884,1.338181938851288,0.4934869739478958,0.0045866101008844,17,0.0,True
pmlb_ecoli,real_pmlb,real_pmlb,7.15,5,7,66,261,0.0,0.0,,0.0,0.0,False,261,0.6578891044254798,0.4770286971447143,6.0170071734749,2.870285092673132,7.125,1.855764291192724,1.2370812111756702,0.1425252201133594,0.6829467236160307,0.2046558541316001,2.028642744537557,,,0.1607898344048915,0.200293147825525,0.8604395604395608,0.7696627315056723,4.560969841273745,,,,,0.3578755195706057,0.2707819231760019,0.1345404922338488,0.2268098885001987,3.439623839362769,0.9599806073958675,6.642553611117902,0.9626106486986392,0.4447831963675113,0.3570842895029408,0.2835249042145594,0.4023060538892004,0.1266737788024064,0.210727969348659,0.4086090932655832,7.0,5.0,261.0,0.5660222460552188,1.991316965082489,3.783310407115235,,0.425287356321839,0.0363503927243592,18,0.0,True
pmlb_cars,real_pmlb,real_pmlb,3.6029,3,8,79,313,0.0,0.0,,0.0,0.0,False,313,0.6222572744352484,0.6321997462883829,1.3183321807754,0.8334492702100185,3.6296296296296298,2.4153147090031157,0.3817753080174606,0.2976567575356827,0.5123773677621714,0.3429378116197387,1.3257514675591269,0.5304473080074145,0.2791753586586569,0.5321474596356437,0.2800701514748707,1.0032051282051295,1.694269884849685,4.336474683281771,0.7513519651981424,0.141763505681158,0.0333285420953937,0.0477495561661194,0.5398713878713879,0.1695788097026334,0.218084502084502,0.0939093833690633,3.435345155597853,0.4382212328560225,1.403222987719619,0.913697189927426,0.3057210209643886,0.1900631616587793,0.2907348242811501,0.3167969388508834,0.1584882251861341,0.1597444089456869,0.3669555078211015,8.0,3.0,313.0,0.4022243982421409,0.6426674766283181,1.3246637298022028,1.3195304289010523,0.4217252396166134,0.398837375120454,19,0.0,True
openml_939_chscase_whale,real_openml,real_openml,1.0541,2,8,46,182,0.0,0.0,,0.0,0.0,False,182,0.0219780219780219,0.0,45.50000000000004,0.0,1.0449438202247192,2.140795068215858,0.4615248713229696,0.0009656004828003,0.9785409298017644,,0.999651536962123,0.2771741145104612,0.2407850594655083,0.2787054632094142,0.2421153636614505,1.0055248618784531,1.0361583604701166,7.5026969622736255,0.871262926663628,0.3348574846844127,0.0,,0.5,,0.0,,3.007207645642664,0.7813554235976827,22.552882238070037,0.8104697500301896,0.1332389595353172,0.3201591242628657,0.0329670329670329,0.2756753022006967,0.0832256661256737,0.0109890109890109,0.1045385011424781,8.0,2.0,182.0,0.0,0.9575423512973016,22.552882238070037,,0.1648351648351648,0.0424576487026983,20,0.0,True
openml_46826_SOCC,real_openml,real_openml,118.4286,4,13,209,834,0.0,0.0,,0.0,0.0,False,834,1.2808292440372824,0.4956837844136605,0.1131548542323003,0.0560890263706427,110.5,0.1341977968162363,0.4028294625380392,0.6760400812311846,,,0.9068344570871364,,,,,,,1221.8938977674177,,,,,0.0,0.0,0.0,0.0,1.0402900990740995,0.4005998879332848,,0.998220128932825,0.0007421548292728,0.0022295756338597,0.2961630695443645,,,0.2458033573141486,0.4308208638720023,13.0,4.0,834.0,1.3147325159887395,,,,0.0983213429256594,,21,0.0,True
openml_40701_churn,real_openml,real_openml,6.0721,2,20,1000,4000,0.0,0.0,,0.0,0.0,False,2000,0.717,0.0,0.1849938232552523,0.0,6.067137809187279,2.9540608116510563,1.0751445109516438,0.6790736872138956,0.4260463836234328,,0.5881537361455434,0.0437648411880698,0.1566435371388382,0.0432078856212099,0.1543341800966614,0.9908907169926614,0.715244790828441,37.81849763313912,0.9879608320312756,0.020725404122783,0.0959297704742485,,0.988,,0.928,,3.5266625356079886,1.0784977109086136,0.2217702664564466,0.99155175,0.0155520121886112,0.0199686110734512,0.236,0.4385209266333179,0.061214395391382,0.1565,0.363419574174874,20.0,2.0,2000.0,0.0,0.1815155209986052,0.2217702664564466,1.0169628575700933,0.672,0.8184844790013948,22,0.0,True
openml_46761_mental_health_detection,real_openml,real_openml,157.0,10,15,108,432,0.0,0.0,,0.0,0.0,False,432,1.073724799532131,0.6897405805037249,2.0934574560898893,1.4439425610232914,128.0,1.762061438976424,0.3034341110718545,0.1350543694616,0.2989237303786931,0.1613017865670422,2.4348969144343715,0.551646500638199,0.3670343264766247,0.5529264229134618,0.3678859142410717,1.0023201856148498,2.56840044259496,27.603741670113997,0.9460479792162176,0.0311392276131253,,,0.2706012198703128,0.382666509885381,0.186950545368242,0.3489249627062538,4.108749409002705,0.2692672487332934,1.264692689089253,0.99210176611797,0.0882089444080903,0.0487376662280246,0.7939814814814815,0.6082556720097432,0.3189065791545598,0.7083333333333334,0.4550566625435672,15.0,10.0,432.0,1.5203508826483416,1.0123447000493797,0.4056364984695609,,0.7615740740740741,0.3239044269930499,23,0.0,True
openml_44033_electricity,real_openml,real_openml,1.0,2,8,7695,30779,0.0,0.0,,0.0,0.0,False,1999,3.248968452516326e-05,0.0,0.3145958348713124,0.0,1.0000649814802782,3.0809436531314,0.5463778032313084,5.005002501334843e-07,0.4629812468968602,,0.99999981948264,0.2118577877306851,0.2051289280942096,0.1713644157860961,0.1743737111806098,0.9284788157391124,0.7745943477218464,12.9527455491969,0.9503211861919212,0.0495438708541663,0.0341129409311472,,0.935967983991996,,0.9214607303651826,,4.003739777406375,0.5164927043970758,0.2728340623126173,0.9978105611084682,0.0772036952076652,0.0822923499936399,0.4752376188094047,0.4195683428832201,0.1526132583456877,0.2946473236618309,0.4559981331969132,8.0,2.0,1999.0,0.0,0.2143516349781714,0.2728340623126173,1.1345532405050536,0.576288144072036,0.7856483650218286,24,0.0,True
pmlb_collins,real_pmlb,real_pmlb,4.7059,13,23,97,388,0.0,0.0,,0.0,0.0,False,388,0.5111546678687426,1.410109200969457,329.2156767371629,464.23005487045975,4.571428571428571,2.673393295758102,0.5837350801642162,0.0243760260577945,0.4901205622364741,0.2857211179399219,3.5333407626318603,,,0.2198750094951344,0.1844980426532979,0.9589933715312888,1.3912057130424915,5.244302126051255,,,,,0.0,0.0,0.0,0.0,5.532985544725987,0.8531101395220188,9172135.498470752,0.9881762142629398,0.6737485136639757,0.7379963967553084,0.3865979381443299,0.4625457097998778,0.0541885907327444,0.2216494845360824,0.4158927520577918,23.0,13.0,388.0,0.4520415555272335,3.780620115929197,9172128.618667295,,0.9458762886597938,1.862254933790829e-09,25,0.0,True
openml_1557_abalone,real_openml,real_openml,1.0937,3,8,836,3341,0.0,0.0,,0.0,0.0,False,1999,0.0371267033902081,0.6500413273208578,1.1222717534479292,0.7295230202259984,1.0935727788279772,3.326569945125253,0.7052184385583976,0.0010208204816145,0.5068297095994027,0.2680203920245854,1.5839665058945394,0.6658018449999578,0.3827481000893359,0.6860720578505585,0.3916238881421605,1.0279533606343108,2.2250920275186634,4.543627745517663,0.6787205269324468,0.1400165287652902,0.0417744505739921,0.0510591620510895,0.8917372013113011,0.0881464216487324,0.8389778128536115,0.1080397537692144,4.561923713663141,0.6524631539438959,1.0533352980372026,0.9958886396675076,0.3486127373566506,0.0670065341923398,0.5702851425712856,0.4655257983553695,0.1391677970511388,0.4382191095547774,0.4962925914733755,8.0,3.0,1999.0,0.0254460258252134,0.585587639606242,0.9413765492501271,1.2748498569723306,0.7413706853426714,0.4632351911377027,26,0.0,True
pmlb_penguins,real_pmlb,real_pmlb,2.1471,3,7,67,266,0.0,0.0,,0.0,0.0,False,266,0.294435552619568,0.2179955714217731,6.811975583349228,1.4849805098033813,2.1666666666666665,2.0501942090034246,0.6851471896506776,0.0598602261954628,0.9066987438753028,0.0931228217005674,1.5186926606909426,0.3471046327102354,0.2565990118140413,0.3484144615129155,0.2575673099718302,1.0037735849056602,1.136671128066591,2.7713067836518066,0.5216355976334068,0.3379896152021833,0.0,0.0,0.0965280076501526,0.1028329579633803,0.0,0.0,3.020880900218216,0.467657910810078,19.87943128077716,0.91402849228334,0.5480059694761512,0.3720580668865441,0.0639097744360902,0.2006030276560525,0.1124809933314618,0.0150375939849624,0.1219317722003789,7.0,3.0,266.0,0.2226652857197921,1.652877084211579,17.466108484163623,,0.1466165413533834,0.0158652622791615,27,0.0,True
openml_44582_Diabetes130US_seed_4_nrows_200,real_openml,real_openml,4.8341,3,49,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.5254469823397979,0.3625898065602388,0.0749567114342488,0.0271785394993359,4.848314606741573,1.1115875462416644,1.2272099333956412,0.1817242333138373,0.2456873309456519,0.0635590832357909,1.3628971862917243,,,0.0274368703022918,0.0518911193320026,0.7964161274265785,0.5785668775781893,225.2721589651304,,,,,0.9803213997073432,0.0131553230817308,0.9035902401132212,0.0543381707810381,2.4684347297609524,1.2208382778059534,0.1342491565664728,0.998779296875,0.0060500027724361,0.0081305192529788,0.684375,0.5083089119172964,0.062070146294531,0.555,0.4971211682376276,49.0,3.0,1600.0,0.4246396925968098,0.1247642862361707,0.0922587534515255,,0.971875,0.8786395477745729,28,0.0,True
openml_44472_yeast_seed_4_nrows_2000_nclass,real_openml,real_openml,92.6,10,8,297,1187,0.0,0.0,,0.0,0.0,False,1187,1.1092869294588157,2.767902505360366,12.029986213063443,33.29782897858897,92.5,2.330089153374141,1.4536025817619336,0.1504607260707983,0.4523584363976421,0.2387197691784392,2.49110189850608,0.0852352776554038,0.117112879037352,0.0853071455117742,0.1172116251410935,1.0008431703204042,0.4052180756623049,12.240712371967936,0.7065758199892693,0.1558749642774957,,,0.4707776089960013,0.3358290634040724,0.2280299336986049,0.271910833832906,4.617681499265385,1.3463615293880091,3.475821744894083,0.9977983901704012,0.2035095526148357,0.1535005982662909,0.6596461668070767,0.4790523735758268,0.1447899375186614,0.481044650379107,0.4998511621926105,8.0,10.0,1187.0,1.6280255412612994,2.035935137217208,1.0309198974100475,,0.8087615838247684,0.0731956570755024,29,0.0,True
openml_970_analcatdata_authorship,real_openml,real_openml,1.653,2,70,169,672,0.0,0.0,,0.0,0.0,False,672,0.2470238095238095,0.0,1.8742111678713944,0.0,1.6561264822134387,2.7695504943709017,0.3368520393736359,0.1150227490921235,0.952370454247681,,0.9555238660560093,0.1471319032847768,0.1144927651944286,0.1473511758679135,0.1146633952468793,1.0014903129657224,1.5619933847997365,8.719877029703436,0.9009636464727012,0.1271262055387211,1.7145234317526268e-13,,0.7574404761904762,,0.0,,3.615494390112983,0.3411595447128404,9.753784609875616,0.9137325503117912,0.1095799703139284,0.1126186977773929,0.0148809523809523,0.4323678597123745,0.0282449641470405,0.0059523809523809,0.0769790115606207,70.0,2.0,672.0,0.0,0.9070094821239342,9.753784609875616,,0.9092261904761904,0.0929905178760658,30,0.0,True
pmlb_new_thyroid,real_pmlb,real_pmlb,5.0,3,5,43,172,0.0,0.0,,0.0,0.0,False,172,0.7734087975960878,0.5132703095300563,6.000294880857543,3.079773210769363,5.0,2.3111954575311096,0.0107188858399329,0.4370001083775875,0.7671010939238274,0.1760813581827771,1.1851490029117324,0.4161863736983338,0.1561679733567537,0.4186202121410141,0.1570812363588399,1.005847953216374,0.9936044115929822,2.589115012756913,0.5145837660558671,0.134087876242107,0.0003966792935118,0.0003824334958388,0.1321321321321321,0.1186946196634935,0.0,0.0,3.038601564869511,0.2034686277558894,4.580633257614348,0.7615603028664143,0.4577428955733315,0.2119106928308876,0.1104651162790697,0.2619724864476815,0.1125923838694398,0.0523255813953488,0.2233329375152536,5.0,3.0,172.0,0.4777194975592747,1.2078928212977569,3.877272016581379,2.448007707129436,0.127906976744186,0.1203694458714453,31,0.0,True
openml_36_segment,real_openml,real_openml,1.0,7,19,462,1848,0.0,0.0,,0.0,0.0,False,1848,0.0,1.2253027700701151,46.43435759856774,56.89614699195136,1.0,3.0599499022552856,1.2462819541743486,-2.220446049250313e-16,0.7524652145764299,0.2574946442700306,2.807354922057604,,,0.2462294692976196,0.3197947582743802,0.9478813438577466,1.770982930110834,3.229564533058252,,,,,0.1612554112554112,0.2663785769194609,0.0185786435786435,0.082151177388149,4.998037499470439,0.9717173373105176,54.80808272117982,0.950618487753228,0.8692673248424503,0.5785186952754593,0.0698051948051948,0.1787455122587014,0.1429406980473004,0.0275974025974025,0.1638606583616315,19.0,7.0,1848.0,0.0,3.728740854024064,32.98609239794823,,0.1558441558441558,8.86191780371992e-05,32,0.0,True
