cluster,representative,cluster_size,dist_to_centroid,cluster_mean_IR,cluster_mean_CV,cluster_mean_nr_class,cluster_mean_nr_attr,cluster_mean_nr_inst
34,openml_44617_cmc_seed_4_nrows_2000_nclasses,1,0.0,1.8909774436090223,0.2481537872846507,3.0,9.0,1178.0
35,openml_1508_user-knowledge,1,0.0,5.421052631578948,0.572945596351868,5.0,5.0,322.0
36,openml_44508_APSFailure_seed_0_nrows_2000_n,1,0.0,54.172413793103445,0.96375,2.0,100.0,1600.0
37,openml_45558_Pulsar-Dataset-HTRU2,1,0.0,9.921434019832189,0.8168738650649532,2.0,8.0,1999.0
38,pmlb_irish,1,0.0,1.247191011235955,0.11,2.0,5.0,400.0
39,openml_41725_FOREX_eurcad-day-High,1,0.0,1.0346740638002774,0.0170415814587593,2.0,11.0,1467.0
41,openml_1459_artificial-characters,1,0.0,2.3604166666666666,0.2232286431656817,10.0,7.0,1996.0
42,openml_375_JapaneseVowels,1,0.0,2.0656,0.234170402908534,9.0,14.0,1996.0
43,pmlb_balance_scale,1,0.0,5.923076923076923,0.5416493330559911,3.0,4.0,500.0
44,pmlb_dermatology,1,0.0,5.5625,0.4518471918485108,6.0,34.0,292.0
45,pmlb_allhypo,1,0.0,36.64473684210526,1.252149454627731,3.0,29.0,1998.0
46,openml_983_cmc,1,0.0,1.341948310139165,0.1460101867572156,2.0,9.0,1178.0
47,pmlb_coil2000,1,0.0,15.75266524520256,0.8806160112002036,2.0,85.0,1999.0
48,pmlb_wine_quality_red,1,0.0,68.125,1.0694395764213451,6.0,11.0,1279.0
49,openml_44788_KDDCup09-Upselling_seed_0_nrow,1,0.0,12.559322033898304,0.8525,2.0,100.0,1600.0
51,pmlb_page_blocks,1,0.0,170.8695652173913,1.7466329791725113,5.0,10.0,1998.0
53,pmlb_analcatdata_lawsuit,1,0.0,13.066666666666666,0.8578199052132701,2.0,4.0,211.0
54,pmlb_tokyo1,1,0.0,1.7689530685920578,0.2777053455019557,2.0,44.0,767.0
55,openml_44492_wilt_seed_4_nrows_2000_nclasse,1,0.0,17.6046511627907,0.8925,2.0,5.0,1600.0
56,pmlb_nursery,1,0.0,13.19083969465649,0.5199641184350487,4.0,8.0,1998.0
57,openml_47046_Accidents_Prediction_Dataset,3,4.47545209131181e-16,7.0,0.75,2.0,6.0,400.0
58,pmlb_dna,1,0.0,2.161764705882353,0.3943483055274502,3.0,180.0,2548.0
59,openml_50_tic-tac-toe,1,0.0,1.890566037735849,0.3080939947780678,2.0,9.0,766.0
60,openml_46913_blood-transfusion-service-cent,1,0.0,3.211267605633803,0.5250836120401338,2.0,4.0,598.0
61,openml_44364_california_seed_2_nrows_2000_n,1,0.0,1.0,0.0,2.0,8.0,1600.0
62,pmlb_car_evaluation,1,0.0,18.615384615384617,1.0825055912446406,4.0,6.0,1382.0
63,openml_42345_Traffic_violations,1,0.0,9.806060606060608,0.6023043760031939,3.0,20.0,1998.0
64,pmlb_adult,1,0.0,3.1793774735265803,0.5214598315972666,2.0,14.0,1999.0
65,openml_853_boston,1,0.0,1.4191616766467066,0.1732673267326732,2.0,13.0,404.0
66,pmlb_schizo,1,0.0,3.2,0.5434216534382905,3.0,14.0,272.0
67,openml_43941_anneal,1,0.0,1.182370820668693,0.0835654596100278,2.0,38.0,718.0
68,openml_46948_PhishingWebsites,1,0.0,1.2572741194486985,0.1139755766621438,2.0,30.0,1999.0
69,openml_46630_Skin_Cancer_PAD-UFES-20,1,0.0,1.4026143790849672,0.1675734494015233,2.0,25.0,1838.0
70,pmlb_phoneme,1,0.0,2.4066193853427897,0.4129077029840388,2.0,5.0,1999.0
71,openml_44681_sylvine_seed_3_nrows_2000_ncla,1,0.0,1.0,0.0,2.0,20.0,1600.0
72,openml_41862_FOREX_eurrub-hour-Close,1,0.0,2.2484017418697304,0.384312606959498,2.0,11.0,1999.0
73,pmlb_ionosphere,1,0.0,1.7722772277227723,0.2785714285714286,2.0,34.0,280.0
74,openml_46459_Credit_Score_Classification_do,1,0.0,2.0927777777777776,0.2828595742078227,3.0,13.0,1998.0
75,openml_44656_Bioresponse_seed_3_nrows_2000_,1,0.0,1.185792349726776,0.085,2.0,100.0,1600.0
76,openml_43977_jannis,1,0.0,1.0,0.0,2.0,54.0,2000.0
77,pmlb_connect_4,1,0.0,6.896297732118628,0.7136716776031751,3.0,42.0,1998.0
78,pmlb_spectf,1,0.0,2.671052631578948,0.4551971326164875,2.0,44.0,279.0
79,openml_981_kdd_internet_usage,1,0.0,2.7228360957642725,0.4627751669552312,2.0,68.0,1999.0
80,openml_1002_ipums_la_98-small,1,0.0,8.459715639810426,0.7885771543086172,2.0,55.0,1999.0
81,openml_44415_MiniBooNE_seed_3_nrows_2000_nc,1,0.0,1.0,0.0,2.0,50.0,1600.0
82,openml_40708_allrep,2,0.0,108.07407407407408,1.6562867120242533,4.0,29.0,1997.0
83,openml_44035_KDDCup09_upselling,1,0.0,1.0004970178926442,0.0002484472049689,2.0,45.0,1999.0
84,openml_1524_vertebra-column,1,0.0,2.1,0.3548387096774194,2.0,6.0,248.0
85,openml_43900_amazon_employee_access,1,0.0,16.26943346508564,0.884188441731833,2.0,9.0,1999.0
86,openml_730_fri_c1_250_5,1,0.0,1.105263157894737,0.05,2.0,5.0,200.0
87,openml_46334_glass_clean,1,0.0,8.714285714285714,0.7657246611507086,6.0,9.0,171.0
88,pmlb_dis,1,0.0,64.58695652173913,0.9695061319191248,2.0,29.0,1999.0
89,openml_1480_ilpd,1,0.0,2.5037593984962405,0.4291845493562232,2.0,10.0,466.0
90,pmlb_biomed,1,0.0,1.7833333333333334,0.281437125748503,2.0,8.0,167.0
91,pmlb_breast_cancer,1,0.0,2.3529411764705883,0.4035087719298245,2.0,9.0,228.0
92,openml_44715_nomao_seed_2_nrows_2000_nclass,1,0.0,2.50109409190372,0.42875,2.0,100.0,1600.0
93,openml_43901_click_prediction_small,1,0.0,4.936802973977695,0.6631183469004384,2.0,8.0,1999.0
94,openml_44568_ada_seed_0_nrows_2000_nclasses,1,0.0,3.030226700251889,0.50375,2.0,48.0,1600.0
95,openml_44368_wine_seed_1_nrows_2000_nclasse,1,0.0,1.0,0.0,2.0,11.0,1600.0
96,openml_807_kin8nm,1,0.0,1.0357253805529667,0.017549214100412,2.0,8.0,1999.0
97,openml_45707_cylinder-bands,1,0.0,1.3736263736263736,0.1574074074074074,2.0,37.0,432.0
98,openml_335_monks-problems-3,1,0.0,1.07981220657277,0.0383747178329571,2.0,6.0,443.0
99,pmlb_spect,1,0.0,3.840909090909091,0.5868544600938967,2.0,22.0,213.0
100,openml_44072_phoneme,1,0.0,1.000788643533123,0.0003941663381947,2.0,5.0,2537.0
101,pmlb_yeast,1,0.0,23.125,1.010426257712408,9.0,8.0,1183.0
103,openml_838_fri_c4_500_25,1,0.0,1.3121387283236994,0.135,2.0,25.0,400.0
104,openml_1590_adult,1,0.0,3.1793774735265803,0.5214598315972666,2.0,14.0,1999.0
105,pmlb_magic,1,0.0,1.8441121495327104,0.2967928496319663,2.0,10.0,1999.0
106,openml_44453_road-safety_seed_0_nrows_2000_,1,0.0,1.0,0.0,2.0,32.0,1600.0
107,openml_44777_sf-police-incidents_seed_4_nro,1,0.0,7.247422680412371,0.7575,2.0,8.0,1600.0
108,pmlb_hypothyroid,1,0.0,19.90909090909091,0.9043478260869564,2.0,25.0,2530.0
109,pmlb_profb,1,0.0,2.0,0.3333333333333333,2.0,9.0,537.0
110,openml_46935_HR_Analytics_Job_Change_of_Dat,1,0.0,3.009942438513867,0.501239723345948,2.0,12.0,1999.0
111,pmlb_clean2,1,0.0,5.484029484029484,0.691549829480864,2.0,168.0,1999.0
112,openml_41746_FOREX_cadchf-day-High,1,0.0,1.0677966101694916,0.0327868852459016,2.0,11.0,1464.0
113,openml_41143_jasmine,1,0.0,1.0008382229673094,0.0004189359028068,2.0,144.0,2387.0
114,openml_44353_credit_seed_0_nrows_2000_nclas,1,0.0,1.0,0.0,2.0,10.0,1600.0
115,pmlb_mofn_3_7_10,1,0.0,3.525641025641025,0.5580736543909348,2.0,10.0,1059.0
116,pmlb_monk2,1,0.0,1.9090909090909087,0.3125,2.0,6.0,480.0
117,openml_46_splice,1,0.0,2.1563517915309447,0.3934528327918877,3.0,60.0,2552.0
118,openml_43904_law-school-admission-bianry,1,0.0,2.107376283846872,0.3563701923076923,2.0,10.0,1999.0
119,openml_41885_FOREX_chfsgd-hour-Close,1,0.0,1.033878640213482,0.016657159155733,2.0,11.0,1999.0
120,openml_41816_FOREX_usddkk-hour-High,1,0.0,1.1358513554675602,0.0636052481460353,2.0,11.0,1999.0
121,openml_44376_electricity_seed_4_nrows_2000_,1,0.0,1.0,0.0,2.0,7.0,1600.0
122,openml_41750_FOREX_eurhuf-day-Close,1,0.0,1.026243093922652,0.0129516019086571,2.0,11.0,1467.0
123,openml_44660_churn_seed_2_nrows_2000_nclass,1,0.0,6.079646017699115,0.7175,2.0,20.0,1600.0
124,openml_41783_FOREX_eurdkk-day-Close,1,0.0,1.0852272727272727,0.0408719346049046,2.0,11.0,1468.0
125,openml_44567_philippine_seed_4_nrows_2000_n,1,0.0,1.0,0.0,2.0,100.0,1600.0
126,openml_45504_timing-attack-dataset-20-micro,1,0.0,1.0582959641255605,0.0187560823444122,11.0,124.0,1993.0
127,openml_41763_FOREX_audcad-hour-High,1,0.0,1.060534822215692,0.0293782087849401,2.0,11.0,1999.0
128,openml_45505_timing-attack-dataset-20-micro,1,0.0,1.1815431164901664,0.0428367828953165,11.0,124.0,1995.0
129,openml_46915_churn,1,0.0,6.067137809187279,0.717,2.0,19.0,2000.0
130,openml_41806_FOREX_audjpy-hour-Close,1,0.0,1.0277617119722382,0.0136908157444381,2.0,11.0,1999.0
131,openml_44678_sylvine_seed_0_nrows_2000_ncla,1,0.0,1.0,0.0,2.0,20.0,1600.0
132,pmlb_tic_tac_toe,1,0.0,1.890566037735849,0.3080939947780678,2.0,9.0,766.0
133,openml_41768_FOREX_eurnok-hour-High,1,0.0,1.1092527974972928,0.0517969195664575,2.0,11.0,1999.0
134,openml_45516_timing-attack-dataset-30-micro,1,0.0,1.1088534107402033,0.0359810792556989,11.0,124.0,1995.0
135,openml_44386_pol_seed_4_nrows_2000_nclasses,1,0.0,1.0,0.0,2.0,26.0,1600.0
136,openml_44454_road-safety_seed_1_nrows_2000_,1,0.0,1.0,0.0,2.0,32.0,1600.0
137,openml_44594_blood-transfusion-service-cent,1,0.0,3.211267605633803,0.5250836120401338,2.0,4.0,598.0
138,openml_41782_FOREX_usdjpy-hour-Close,1,0.0,1.0419336051252184,0.0205362236166571,2.0,11.0,1999.0
139,pmlb_churn,1,0.0,6.067137809187279,0.717,2.0,20.0,2000.0
140,openml_41719_FOREX_eurjpy-day-High,1,0.0,1.0432357043235705,0.0211604095563139,2.0,11.0,1465.0
141,openml_45496_timing-attack-dataset-20-micro,1,0.0,1.0661040787623066,0.0169077086785588,11.0,124.0,1995.0
142,openml_41788_FOREX_audnzd-day-High,1,0.0,1.209653092006033,0.0948805460750853,2.0,11.0,1465.0
143,openml_45462_timing-attack-dataset-16-micro,1,0.0,1.1379821958456973,0.0347959991249706,11.0,124.0,1996.0
144,openml_43_haberman,2,6.304854800243424e-16,2.753846153846154,0.4672131147540984,2.0,3.0,244.0
145,openml_1498_sa-heart,2,1.1857187100668868e-16,1.8828125,0.3062330623306233,2.0,9.0,369.0
146,openml_44_spambase,2,0.0,1.5379310344827586,0.2119565217391304,2.0,57.0,1999.0
147,openml_44266_anneal,1,0.0,1.182370820668693,0.0835654596100278,2.0,38.0,718.0
149,pmlb_xd6,1,0.0,2.027237354085603,0.3393316195372751,2.0,9.0,778.0
